Protein,Ligand,Epoch,Trajectory,Accepted Pele Steps,Step,Total Energy,Binding Energy,Ligand SASA
GPX_Gossypium,hirsutum@GSH,1,2,22,31,-6419.03,-19.175,0.523624
GPX_Gossypium,hirsutum@GSH,1,2,23,33,-6423.79,-21.213,0.523951
GPX_Gossypium,hirsutum@GSH,1,2,24,34,-6425.08,-20.2705,0.525065
GPX_Gossypium,hirsutum@GSH,1,2,25,35,-6422.57,-20.453,0.522611
GPX_Gossypium,hirsutum@GSH,1,2,26,36,-6423.35,-20.2326,0.52244
GPX_Gossypium,hirsutum@GSH,1,2,27,37,-6423.25,-20.6455,0.521051
GPX_Gossypium,hirsutum@GSH,1,2,28,39,-6422.07,-19.5589,0.518018
GPX_Gossypium,hirsutum@GSH,1,2,29,40,-6424.07,-21.1362,0.522515
GPX_Gossypium,hirsutum@GSH,1,2,30,42,-6424.55,-21.3241,0.523642
GPX_Gossypium,hirsutum@GSH,1,2,31,44,-6421.26,-20.1135,0.520788
GPX_Gossypium,hirsutum@GSH,1,2,32,46,-6420.3,-20.2655,0.513486
GPX_Gossypium,hirsutum@GSH,1,2,33,47,-6418.37,-19.6904,0.524454
GPX_Gossypium,hirsutum@GSH,1,2,34,48,-6419.75,-19.8184,0.528642
GPX_Gossypium,hirsutum@GSH,1,2,35,49,-6420.18,-21.5372,0.530911
GPX_Gossypium,hirsutum@GSH,1,2,36,50,-6419.4,-21.3569,0.52835
GPX_Gossypium,hirsutum@GSH,1,2,37,51,-6419.78,-20.7958,0.521477
GPX_Gossypium,hirsutum@GSH,1,2,38,52,-6417.72,-20.2373,0.530179
GPX_Gossypium,hirsutum@GSH,1,2,39,53,-6416.83,-20.1901,0.524623
GPX_Gossypium,hirsutum@GSH,1,2,40,54,-6419.0,-21.3804,0.524603
GPX_Gossypium,hirsutum@GSH,1,2,41,57,-6419.43,-21.0344,0.523792
GPX_Gossypium,hirsutum@GSH,1,2,42,60,-6414.74,-21.195,0.521462
GPX_Gossypium,hirsutum@GSH,1,2,43,61,-6412.3,-21.0282,0.520908
GPX_Gossypium,hirsutum@GSH,1,2,44,63,-6418.58,-20.8528,0.522047
GPX_Gossypium,hirsutum@GSH,1,2,45,64,-6418.78,-21.2192,0.522349
GPX_Gossypium,hirsutum@GSH,1,2,46,66,-6418.64,-20.9348,0.52425
GPX_Gossypium,hirsutum@GSH,1,2,47,68,-6417.09,-19.954,0.522919
GPX_Gossypium,hirsutum@GSH,1,2,48,69,-6416.18,-21.2724,0.520765
GPX_Gossypium,hirsutum@GSH,1,2,49,70,-6415.38,-20.8126,0.519067
GPX_Gossypium,hirsutum@GSH,1,2,50,71,-6414.06,-20.822,0.522424
GPX_Gossypium,hirsutum@GSH,1,2,51,75,-6416.34,-20.4733,0.519627
GPX_Gossypium,hirsutum@GSH,1,2,52,76,-6418.36,-20.612,0.520731
GPX_Gossypium,hirsutum@GSH,1,2,53,79,-6412.41,-21.0707,0.520064
GPX_Gossypium,hirsutum@GSH,1,2,54,80,-6418.1,-20.9258,0.520758
GPX_Gossypium,hirsutum@GSH,1,2,55,81,-6418.21,-21.6123,0.518706
GPX_Gossypium,hirsutum@GSH,1,2,56,84,-6418.34,-21.1922,0.517474
GPX_Gossypium,hirsutum@GSH,1,2,57,85,-6416.94,-20.7696,0.520677
GPX_Gossypium,hirsutum@GSH,1,2,58,86,-6416.24,-19.8267,0.525171
GPX_Gossypium,hirsutum@GSH,1,2,59,87,-6418.0,-20.4078,0.526949
GPX_Gossypium,hirsutum@GSH,1,2,60,88,-6418.64,-20.6095,0.525103
GPX_Gossypium,hirsutum@GSH,1,2,61,90,-6418.59,-21.1072,0.527786
GPX_Gossypium,hirsutum@GSH,1,2,62,93,-6417.43,-20.7854,0.525847
GPX_Gossypium,hirsutum@GSH,1,2,63,94,-6416.5,-16.3593,0.541106
GPX_Gossypium,hirsutum@GSH,1,2,64,95,-6418.34,-19.3236,0.536721
GPX_Gossypium,hirsutum@GSH,1,2,65,96,-6418.56,-21.4404,0.533968
GPX_Gossypium,hirsutum@GSH,1,2,66,98,-6416.93,-21.3051,0.530985
GPX_Gossypium,hirsutum@GSH,1,2,67,99,-6419.96,-20.6161,0.533243
GPX_Gossypium,hirsutum@GSH,1,3,0,0,-6212.22,-2.42195,0.519686
GPX_Gossypium,hirsutum@GSH,1,3,1,1,-6378.18,-21.12,0.509014
GPX_Gossypium,hirsutum@GSH,1,3,2,2,-6398.34,-14.5455,0.51208
GPX_Gossypium,hirsutum@GSH,1,3,3,3,-6402.82,-10.9075,0.51831
GPX_Gossypium,hirsutum@GSH,1,3,4,4,-6403.27,-3.37735,0.535927
GPX_Gossypium,hirsutum@GSH,1,3,5,5,-6408.83,-12.2432,0.529241
GPX_Gossypium,hirsutum@GSH,1,3,6,6,-6408.66,-14.972,0.526157
GPX_Gossypium,hirsutum@GSH,1,3,7,7,-6412.35,-13.7532,0.525401
GPX_Gossypium,hirsutum@GSH,1,3,8,9,-6412.4,-13.7285,0.526347
GPX_Gossypium,hirsutum@GSH,1,3,9,10,-6413.34,-14.3247,0.524904
GPX_Gossypium,hirsutum@GSH,1,3,10,11,-6412.81,-13.581,0.528876
GPX_Gossypium,hirsutum@GSH,1,3,11,12,-6415.41,-13.8229,0.52981
GPX_Gossypium,hirsutum@GSH,1,3,12,13,-6410.9,-14.5066,0.526933
GPX_Gossypium,hirsutum@GSH,1,3,13,14,-6412.41,-14.3689,0.528425
GPX_Gossypium,hirsutum@GSH,1,3,14,15,-6413.83,-14.4027,0.529728
GPX_Gossypium,hirsutum@GSH,1,3,15,16,-6413.34,-13.0135,0.530343
GPX_Gossypium,hirsutum@GSH,1,3,16,17,-6413.79,-14.4796,0.529938
GPX_Gossypium,hirsutum@GSH,1,3,17,18,-6413.4,-15.8424,0.527842
GPX_Gossypium,hirsutum@GSH,1,3,18,19,-6414.23,-14.3531,0.531148
GPX_Gossypium,hirsutum@GSH,1,3,19,20,-6413.46,-12.6565,0.532577
GPX_Gossypium,hirsutum@GSH,1,3,20,21,-6415.07,-14.5965,0.529581
GPX_Gossypium,hirsutum@GSH,1,3,21,22,-6415.4,-13.9817,0.530983
GPX_Gossypium,hirsutum@GSH,1,3,22,23,-6416.07,-13.9484,0.529861
GPX_Gossypium,hirsutum@GSH,1,3,23,26,-6415.44,-14.4277,0.531031
GPX_Gossypium,hirsutum@GSH,1,3,24,27,-6415.94,-14.6215,0.528168
GPX_Gossypium,hirsutum@GSH,1,3,25,28,-6416.38,-13.7518,0.529526
GPX_Gossypium,hirsutum@GSH,1,3,26,30,-6416.78,-13.389,0.530706
GPX_Gossypium,hirsutum@GSH,1,3,27,31,-6416.26,-13.0723,0.529741
GPX_Gossypium,hirsutum@GSH,1,3,28,32,-6416.32,-12.8355,0.530541
GPX_Gossypium,hirsutum@GSH,1,3,29,33,-6416.0,-12.9412,0.52805
GPX_Gossypium,hirsutum@GSH,1,3,30,34,-6416.81,-12.6023,0.52745
GPX_Gossypium,hirsutum@GSH,1,3,31,36,-6416.55,-13.4099,0.526121
GPX_Gossypium,hirsutum@GSH,1,3,32,37,-6416.71,-13.6104,0.526072
GPX_Gossypium,hirsutum@GSH,1,3,33,39,-6417.26,-13.0161,0.524941
GPX_Gossypium,hirsutum@GSH,1,3,34,40,-6417.91,-12.6962,0.527057
GPX_Gossypium,hirsutum@GSH,1,3,35,41,-6415.94,-13.605,0.525773
GPX_Gossypium,hirsutum@GSH,1,3,36,42,-6413.7,-13.9674,0.523761
GPX_Gossypium,hirsutum@GSH,1,3,37,44,-6415.09,-13.2795,0.52509
GPX_Gossypium,hirsutum@GSH,1,3,38,46,-6415.16,-13.7129,0.523987
GPX_Gossypium,hirsutum@GSH,1,3,39,50,-6415.43,-13.6116,0.523432
GPX_Gossypium,hirsutum@GSH,1,3,40,51,-6416.08,-13.8819,0.524726
GPX_Gossypium,hirsutum@GSH,1,3,41,52,-6414.09,-12.9696,0.520746
GPX_Gossypium,hirsutum@GSH,1,3,42,55,-6412.84,-15.001,0.523041
GPX_Gossypium,hirsutum@GSH,1,3,43,56,-6415.67,-15.4215,0.525608
GPX_Gossypium,hirsutum@GSH,1,3,44,57,-6406.01,-13.4915,0.519077
GPX_Gossypium,hirsutum@GSH,1,3,45,58,-6408.49,-13.0972,0.517959
GPX_Gossypium,hirsutum@GSH,1,3,46,59,-6412.87,-14.5127,0.521627
GPX_Gossypium,hirsutum@GSH,1,3,47,60,-6413.72,-14.1124,0.52145
GPX_Gossypium,hirsutum@GSH,1,3,48,62,-6414.65,-14.4925,0.522847
GPX_Gossypium,hirsutum@GSH,1,3,49,63,-6415.51,-14.5378,0.522222
GPX_Gossypium,hirsutum@GSH,1,3,50,64,-6416.41,-14.5938,0.52306
GPX_Gossypium,hirsutum@GSH,1,3,51,69,-6416.37,-15.1998,0.52423
GPX_Gossypium,hirsutum@GSH,1,3,52,72,-6415.07,-14.6769,0.524721
GPX_Gossypium,hirsutum@GSH,1,3,53,77,-6410.6,-15.3044,0.521379
GPX_Gossypium,hirsutum@GSH,1,3,54,79,-6411.43,-14.2164,0.523815
GPX_Gossypium,hirsutum@GSH,1,3,55,80,-6414.37,-14.717,0.522804
GPX_Gossypium,hirsutum@GSH,1,3,56,81,-6414.4,-14.781,0.523515
GPX_Gossypium,hirsutum@GSH,1,3,57,84,-6413.58,-14.706,0.525271
GPX_Gossypium,hirsutum@GSH,1,3,58,88,-6414.6,-14.7899,0.524045
GPX_Gossypium,hirsutum@GSH,1,3,59,90,-6415.55,-14.3769,0.524283
GPX_Gossypium,hirsutum@GSH,1,3,60,91,-6414.8,-14.7825,0.524495
GPX_Gossypium,hirsutum@GSH,1,3,61,93,-6416.04,-14.6632,0.525478
GPX_Gossypium,hirsutum@GSH,1,3,62,95,-6417.06,-14.2173,0.525947
GPX_Gossypium,hirsutum@GSH,1,3,63,98,-6417.14,-14.4007,0.52685
GPX_Gossypium,hirsutum@GSH,1,3,64,100,-6416.26,-13.807,0.526292
GPX_Gossypium,hirsutum@GSH,1,4,0,0,-6212.22,-2.42195,0.519686
GPX_Gossypium,hirsutum@GSH,1,4,1,1,-6411.89,-28.3881,0.496429
GPX_Gossypium,hirsutum@GSH,1,4,2,2,-6411.71,-28.9544,0.494517
GPX_Gossypium,hirsutum@GSH,1,4,3,3,-6413.13,-21.8793,0.503805
GPX_Gossypium,hirsutum@GSH,1,4,4,7,-6415.45,-22.5991,0.506768
GPX_Gossypium,hirsutum@GSH,1,4,5,9,-6413.56,-24.0175,0.50487
GPX_Gossypium,hirsutum@GSH,1,4,6,11,-6414.81,-21.9661,0.50441
GPX_Gossypium,hirsutum@GSH,1,4,7,13,-6414.67,-22.8828,0.506496
GPX_Gossypium,hirsutum@GSH,1,4,8,14,-6413.62,-21.6977,0.503025
GPX_Gossypium,hirsutum@GSH,1,4,9,17,-6417.47,-23.3357,0.505408
GPX_Gossypium,hirsutum@GSH,1,4,10,18,-6415.61,-23.9147,0.5047
GPX_Gossypium,hirsutum@GSH,1,4,11,19,-6416.11,-23.6241,0.505867
GPX_Gossypium,hirsutum@GSH,1,4,12,20,-6413.65,-23.6161,0.505185
GPX_Gossypium,hirsutum@GSH,1,4,13,22,-6415.33,-23.9345,0.50424
GPX_Gossypium,hirsutum@GSH,1,4,14,23,-6415.6,-23.761,0.50465
GPX_Gossypium,hirsutum@GSH,1,4,15,26,-6415.27,-23.9809,0.505686
GPX_Gossypium,hirsutum@GSH,1,4,16,27,-6415.52,-23.7281,0.503044
GPX_Gossypium,hirsutum@GSH,1,4,17,28,-6416.79,-24.6503,0.502362
GPX_Gossypium,hirsutum@GSH,1,4,18,29,-6416.01,-23.7471,0.5057
GPX_Gossypium,hirsutum@GSH,1,4,19,30,-6417.35,-24.1477,0.507136
GPX_Gossypium,hirsutum@GSH,1,4,20,33,-6416.69,-23.8125,0.509515
GPX_Gossypium,hirsutum@GSH,1,4,21,34,-6416.82,-24.0834,0.509598
GPX_Gossypium,hirsutum@GSH,1,4,22,36,-6415.81,-23.9665,0.507124
GPX_Gossypium,hirsutum@GSH,1,4,23,38,-6415.49,-24.5239,0.510375
GPX_Gossypium,hirsutum@GSH,1,4,24,39,-6418.17,-24.3448,0.50549
GPX_Gossypium,hirsutum@GSH,1,4,25,41,-6417.99,-24.0793,0.504554
GPX_Gossypium,hirsutum@GSH,1,4,26,42,-6418.78,-24.2103,0.506024
GPX_Gossypium,hirsutum@GSH,1,4,27,43,-6419.2,-25.2563,0.509959
GPX_Gossypium,hirsutum@GSH,1,4,28,45,-6413.8,-24.3562,0.503118
GPX_Gossypium,hirsutum@GSH,1,4,29,46,-6418.72,-24.2977,0.505301
GPX_Gossypium,hirsutum@GSH,1,4,30,47,-6416.72,-23.9978,0.502792
GPX_Gossypium,hirsutum@GSH,1,4,31,48,-6418.53,-24.9163,0.504998
GPX_Gossypium,hirsutum@GSH,1,4,32,49,-6419.44,-24.2293,0.50343
GPX_Gossypium,hirsutum@GSH,1,4,33,50,-6419.74,-23.8821,0.504009
GPX_Gossypium,hirsutum@GSH,1,4,34,51,-6419.18,-23.5949,0.506221
GPX_Gossypium,hirsutum@GSH,1,4,35,52,-6419.88,-23.8273,0.504442
GPX_Gossypium,hirsutum@GSH,1,4,36,53,-6419.69,-24.0832,0.504051
GPX_Gossypium,hirsutum@GSH,1,4,37,59,-6417.7,-23.9337,0.503707
GPX_Gossypium,hirsutum@GSH,1,4,38,60,-6418.08,-24.7529,0.505594
GPX_Gossypium,hirsutum@GSH,1,4,39,62,-6418.31,-24.4112,0.504561
GPX_Gossypium,hirsutum@GSH,1,4,40,63,-6417.81,-24.7339,0.503625
GPX_Gossypium,hirsutum@GSH,1,4,41,64,-6416.59,-24.0569,0.503339
GPX_Gossypium,hirsutum@GSH,1,4,42,65,-6415.4,-23.8175,0.504954
GPX_Gossypium,hirsutum@GSH,1,4,43,67,-6414.58,-23.3533,0.494882
GPX_Gossypium,hirsutum@GSH,1,4,44,68,-6419.42,-23.091,0.496152
GPX_Gossypium,hirsutum@GSH,1,4,45,69,-6415.51,-24.1989,0.500111
GPX_Gossypium,hirsutum@GSH,1,4,46,70,-6416.27,-23.6746,0.501211
GPX_Gossypium,hirsutum@GSH,1,4,47,71,-6410.61,-19.0373,0.50334
GPX_Gossypium,hirsutum@GSH,1,4,48,74,-6409.8,-18.9138,0.49926
GPX_Gossypium,hirsutum@GSH,1,4,49,77,-6408.18,-18.09,0.501799
GPX_Gossypium,hirsutum@GSH,1,4,50,84,-6404.85,-19.0856,0.499133
GPX_Gossypium,hirsutum@GSH,1,4,51,85,-6412.57,-18.4541,0.502885
GPX_Gossypium,hirsutum@GSH,1,4,52,87,-6407.44,-18.73,0.49175
GPX_Gossypium,hirsutum@GSH,1,4,53,88,-6411.44,-16.9037,0.491499
GPX_Gossypium,hirsutum@GSH,1,4,54,89,-6413.05,-17.6368,0.498903
GPX_Gossypium,hirsutum@GSH,1,4,55,90,-6413.25,-17.518,0.49907
GPX_Gossypium,hirsutum@GSH,1,4,56,91,-6413.52,-16.3359,0.500556
GPX_Gossypium,hirsutum@GSH,1,4,57,92,-6410.31,-16.2842,0.497676
GPX_Gossypium,hirsutum@GSH,1,4,58,93,-6411.78,-16.7301,0.499937
GPX_Gossypium,hirsutum@GSH,1,4,59,94,-6412.61,-16.592,0.502852
GPX_Gossypium,hirsutum@GSH,1,4,60,95,-6414.1,-15.7977,0.504313
GPX_Gossypium,hirsutum@GSH,1,4,61,96,-6414.53,-16.4571,0.511947
GPX_Gossypium,hirsutum@GSH,1,4,62,98,-6417.32,-18.2279,0.511938
GPX_Gossypium,hirsutum@GSH,1,5,0,0,-6212.22,-2.42195,0.519686
GPX_Gossypium,hirsutum@GSH,1,5,1,1,-6363.7,-18.908,0.508956
GPX_Gossypium,hirsutum@GSH,1,5,2,2,-6398.61,-18.0093,0.514764
GPX_Gossypium,hirsutum@GSH,1,5,3,3,-6405.36,-20.4948,0.514442
GPX_Gossypium,hirsutum@GSH,1,5,4,4,-6408.26,-20.0404,0.515716
GPX_Gossypium,hirsutum@GSH,1,5,5,5,-6405.99,-19.1576,0.516434
GPX_Gossypium,hirsutum@GSH,1,5,6,6,-6406.86,-18.1116,0.513166
GPX_Gossypium,hirsutum@GSH,1,5,7,7,-6417.87,-19.0743,0.519049
GPX_Gossypium,hirsutum@GSH,1,5,8,8,-6418.47,-17.0962,0.517574
GPX_Gossypium,hirsutum@GSH,1,5,9,9,-6417.34,-19.2312,0.51856
GPX_Gossypium,hirsutum@GSH,1,5,10,10,-6412.85,-21.345,0.512807
GPX_Gossypium,hirsutum@GSH,1,5,11,11,-6420.35,-20.2861,0.516781
GPX_Gossypium,hirsutum@GSH,1,5,12,12,-6420.91,-20.2076,0.516307
GPX_Gossypium,hirsutum@GSH,1,5,13,15,-6420.63,-19.5921,0.51541
GPX_Gossypium,hirsutum@GSH,1,5,14,16,-6419.98,-20.1809,0.516046
GPX_Gossypium,hirsutum@GSH,1,5,15,18,-6418.33,-20.7949,0.513697
GPX_Gossypium,hirsutum@GSH,1,5,16,19,-6418.16,-19.1769,0.519129
GPX_Gossypium,hirsutum@GSH,1,5,17,21,-6418.75,-19.2837,0.519836
GPX_Gossypium,hirsutum@GSH,1,5,18,24,-6418.09,-17.5437,0.521237
GPX_Gossypium,hirsutum@GSH,1,5,19,26,-6417.84,-20.0902,0.517603
GPX_Gossypium,hirsutum@GSH,1,5,20,27,-6417.36,-19.3968,0.518414
GPX_Gossypium,hirsutum@GSH,1,5,21,28,-6419.57,-19.0422,0.519325
GPX_Gossypium,hirsutum@GSH,1,5,22,31,-6419.24,-16.1797,0.53303
GPX_Gossypium,hirsutum@GSH,1,5,23,32,-6417.71,-16.0191,0.526298
GPX_Gossypium,hirsutum@GSH,1,5,24,33,-6424.02,-20.2968,0.527468
GPX_Gossypium,hirsutum@GSH,1,5,25,34,-6424.68,-20.7987,0.528479
GPX_Gossypium,hirsutum@GSH,1,5,26,35,-6424.34,-20.8181,0.528585
GPX_Gossypium,hirsutum@GSH,1,5,27,36,-6417.43,-21.188,0.530608
GPX_Gossypium,hirsutum@GSH,1,5,28,37,-6425.61,-20.6401,0.530713
GPX_Gossypium,hirsutum@GSH,1,5,29,38,-6425.82,-20.6163,0.53665
GPX_Gossypium,hirsutum@GSH,1,5,30,39,-6426.84,-20.3606,0.53425
GPX_Gossypium,hirsutum@GSH,1,5,31,41,-6424.31,-20.5994,0.533718
GPX_Gossypium,hirsutum@GSH,1,5,32,45,-6423.82,-20.2179,0.53294
GPX_Gossypium,hirsutum@GSH,1,5,33,46,-6421.24,-19.9931,0.533735
GPX_Gossypium,hirsutum@GSH,1,5,34,47,-6424.37,-20.1542,0.533297
GPX_Gossypium,hirsutum@GSH,1,5,35,49,-6422.99,-20.2171,0.533461
GPX_Gossypium,hirsutum@GSH,1,5,36,51,-6425.91,-20.0688,0.536385
GPX_Gossypium,hirsutum@GSH,1,5,37,54,-6426.73,-21.6883,0.53083
GPX_Gossypium,hirsutum@GSH,1,5,38,55,-6426.54,-20.296,0.534111
GPX_Gossypium,hirsutum@GSH,1,5,39,56,-6426.46,-20.32,0.533998
GPX_Gossypium,hirsutum@GSH,1,5,40,58,-6426.13,-20.5017,0.534952
GPX_Gossypium,hirsutum@GSH,1,5,41,61,-6423.34,-20.751,0.534394
GPX_Gossypium,hirsutum@GSH,1,5,42,62,-6426.21,-20.326,0.53513
GPX_Gossypium,hirsutum@GSH,1,5,43,64,-6426.99,-21.0988,0.53348
GPX_Gossypium,hirsutum@GSH,1,5,44,66,-6426.21,-21.1743,0.532354
GPX_Gossypium,hirsutum@GSH,1,5,45,67,-6418.5,-21.7501,0.531497
GPX_Gossypium,hirsutum@GSH,1,5,46,68,-6424.99,-20.5181,0.538533
GPX_Gossypium,hirsutum@GSH,1,5,47,69,-6423.75,-20.5984,0.534608
GPX_Gossypium,hirsutum@GSH,1,5,48,71,-6423.37,-19.7773,0.535242
GPX_Gossypium,hirsutum@GSH,1,5,49,72,-6423.32,-20.9404,0.534033
GPX_Gossypium,hirsutum@GSH,1,5,50,73,-6422.76,-20.5203,0.533296
GPX_Gossypium,hirsutum@GSH,1,5,51,76,-6422.72,-20.2456,0.533716
GPX_Gossypium,hirsutum@GSH,1,5,52,79,-6422.57,-20.5684,0.534678
GPX_Gossypium,hirsutum@GSH,1,5,53,81,-6422.86,-20.293,0.537115
GPX_Gossypium,hirsutum@GSH,1,5,54,84,-6423.07,-20.4669,0.53743
GPX_Gossypium,hirsutum@GSH,1,5,55,86,-6423.29,-20.4094,0.538193
GPX_Gossypium,hirsutum@GSH,1,5,56,90,-6424.57,-20.5832,0.538014
GPX_Gossypium,hirsutum@GSH,1,5,57,97,-6422.92,-21.012,0.536098
GPX_Gossypium,hirsutum@GSH,1,6,0,0,-6212.22,-2.42195,0.519686
GPX_Gossypium,hirsutum@GSH,1,6,1,1,-6412.13,-22.1212,0.528861
GPX_Gossypium,hirsutum@GSH,1,6,2,3,-6415.28,-17.4171,0.517035
GPX_Gossypium,hirsutum@GSH,1,6,3,4,-6414.71,-20.7731,0.510882
GPX_Gossypium,hirsutum@GSH,1,6,4,5,-6418.81,-20.9788,0.518127
GPX_Gossypium,hirsutum@GSH,1,6,5,8,-6419.65,-20.2602,0.518875
GPX_Gossypium,hirsutum@GSH,1,6,6,9,-6419.36,-20.2106,0.522763
GPX_Gossypium,hirsutum@GSH,1,6,7,10,-6421.33,-20.4368,0.526707
GPX_Gossypium,hirsutum@GSH,1,6,8,11,-6422.51,-19.7059,0.524682
GPX_Gossypium,hirsutum@GSH,1,6,9,14,-6421.83,-21.447,0.520368
GPX_Gossypium,hirsutum@GSH,1,6,10,15,-6424.32,-20.623,0.525533
GPX_Gossypium,hirsutum@GSH,1,6,11,16,-6423.66,-21.0993,0.522821
GPX_Gossypium,hirsutum@GSH,1,6,12,18,-6425.35,-20.4393,0.524818
GPX_Gossypium,hirsutum@GSH,1,6,13,19,-6425.25,-19.6316,0.523486
GPX_Gossypium,hirsutum@GSH,1,6,14,22,-6424.76,-20.5393,0.523177
