Protein,Ligand,Epoch,Trajectory,Accepted Pele Steps,Step,distance_A35SG_L1S1
GPX_Lactococcus,lactis@GSH,1,8,7,17,6.6544
GPX_Lactococcus,lactis@GSH,1,8,8,22,7.05856
GPX_Lactococcus,lactis@GSH,1,8,9,24,7.36456
GPX_Lactococcus,lactis@GSH,1,8,10,26,6.51733
GPX_Lactococcus,lactis@GSH,1,8,11,28,6.197
GPX_Lactococcus,lactis@GSH,1,8,12,29,6.67496
GPX_Lactococcus,lactis@GSH,1,8,13,39,6.40194
GPX_Lactococcus,lactis@GSH,1,8,14,49,6.3782
GPX_Lactococcus,lactis@GSH,1,8,15,54,6.28876
GPX_Lactococcus,lactis@GSH,1,8,16,55,6.79527
GPX_Lactococcus,lactis@GSH,1,8,17,56,6.32628
GPX_Lactococcus,lactis@GSH,1,8,18,57,6.84504
GPX_Lactococcus,lactis@GSH,1,8,19,65,6.60291
GPX_Lactococcus,lactis@GSH,1,9,0,0,5.64794
GPX_Lactococcus,lactis@GSH,1,9,1,1,7.79693
GPX_Lactococcus,lactis@GSH,1,9,2,2,7.96047
GPX_Lactococcus,lactis@GSH,1,9,3,3,5.07631
GPX_Lactococcus,lactis@GSH,1,9,4,6,4.7189
GPX_Lactococcus,lactis@GSH,1,9,5,7,5.41186
GPX_Lactococcus,lactis@GSH,1,9,6,8,4.7612
GPX_Lactococcus,lactis@GSH,1,9,7,14,4.63358
GPX_Lactococcus,lactis@GSH,1,9,8,20,6.17601
GPX_Lactococcus,lactis@GSH,1,9,9,21,7.66021
GPX_Lactococcus,lactis@GSH,1,9,10,23,7.85104
GPX_Lactococcus,lactis@GSH,1,9,11,31,5.6362
GPX_Lactococcus,lactis@GSH,1,9,12,39,5.43079
GPX_Lactococcus,lactis@GSH,1,9,13,42,5.85846
GPX_Lactococcus,lactis@GSH,1,9,14,43,5.58266
GPX_Lactococcus,lactis@GSH,1,9,15,57,6.94654
GPX_Lactococcus,lactis@GSH,1,9,16,71,7.15749
GPX_Lactococcus,lactis@GSH,1,9,17,72,6.49562
GPX_Lactococcus,lactis@GSH,1,9,18,74,6.83952
GPX_Lactococcus,lactis@GSH,1,9,19,82,7.48879
GPX_Lactococcus,lactis@GSH,1,9,20,87,7.51345
GPX_Lactococcus,lactis@GSH,1,9,21,90,8.26736
GPX_Lactococcus,lactis@GSH,1,9,22,92,7.66519
GPX_Lactococcus,lactis@GSH,1,9,23,93,7.1057
GPX_Lactococcus,lactis@GSH,1,9,24,98,7.25356
