Protein,Ligand,Epoch,Trajectory,Accepted Pele Steps,Step,distance_A43SG_L1S1
GPX_Gossypium,hirsutum@GSH,0,39,0,0,7.25189
GPX_Gossypium,hirsutum@GSH,0,39,1,1,7.23354
GPX_Gossypium,hirsutum@GSH,0,40,0,0,7.19836
GPX_Gossypium,hirsutum@GSH,0,40,1,1,7.20852
GPX_Gossypium,hirsutum@GSH,0,41,0,0,7.22641
GPX_Gossypium,hirsutum@GSH,0,41,1,1,7.25068
GPX_Gossypium,hirsutum@GSH,0,42,0,0,7.20445
GPX_Gossypium,hirsutum@GSH,0,42,1,1,7.18563
GPX_Gossypium,hirsutum@GSH,0,43,0,0,7.24269
GPX_Gossypium,hirsutum@GSH,0,44,0,0,7.18302
GPX_Gossypium,hirsutum@GSH,0,44,1,1,7.20624
GPX_Gossypium,hirsutum@GSH,0,45,0,0,7.23035
GPX_Gossypium,hirsutum@GSH,0,45,1,1,7.2186
GPX_Gossypium,hirsutum@GSH,0,46,0,0,7.29414
GPX_Gossypium,hirsutum@GSH,0,46,1,1,6.94132
GPX_Gossypium,hirsutum@GSH,0,47,0,0,7.05306
GPX_Gossypium,hirsutum@GSH,0,47,1,1,7.16589
GPX_Gossypium,hirsutum@GSH,0,48,0,0,7.17358
GPX_Gossypium,hirsutum@GSH,0,48,1,1,7.22162
GPX_Gossypium,hirsutum@GSH,0,49,0,0,7.25102
GPX_Gossypium,hirsutum@GSH,0,49,1,1,7.23856
GPX_Gossypium,hirsutum@GSH,0,50,0,0,7.19137
GPX_Gossypium,hirsutum@GSH,0,50,1,1,7.1654
GPX_Gossypium,hirsutum@GSH,0,51,0,0,7.21743
GPX_Gossypium,hirsutum@GSH,0,51,1,1,7.19921
GPX_Gossypium,hirsutum@GSH,0,52,0,0,7.03825
GPX_Gossypium,hirsutum@GSH,0,52,1,1,7.07179
GPX_Gossypium,hirsutum@GSH,0,53,0,0,7.19862
GPX_Gossypium,hirsutum@GSH,0,53,1,1,7.17217
GPX_Gossypium,hirsutum@GSH,0,54,0,0,7.17051
GPX_Gossypium,hirsutum@GSH,0,54,1,1,7.03346
GPX_Gossypium,hirsutum@GSH,0,55,0,0,7.07838
GPX_Gossypium,hirsutum@GSH,0,55,1,1,7.15266
GPX_Gossypium,hirsutum@GSH,0,56,0,0,7.08829
GPX_Gossypium,hirsutum@GSH,0,56,1,1,7.03855
GPX_Gossypium,hirsutum@GSH,0,57,0,0,6.46039
GPX_Gossypium,hirsutum@GSH,0,57,1,1,6.83301
GPX_Gossypium,hirsutum@GSH,0,58,0,0,7.23404
GPX_Gossypium,hirsutum@GSH,0,58,1,1,7.18123
GPX_Gossypium,hirsutum@GSH,0,59,0,0,7.32864
GPX_Gossypium,hirsutum@GSH,0,59,1,1,7.07356
GPX_Gossypium,hirsutum@GSH,0,60,0,0,7.15733
GPX_Gossypium,hirsutum@GSH,0,60,1,1,6.94121
GPX_Gossypium,hirsutum@GSH,0,61,0,0,7.18433
GPX_Gossypium,hirsutum@GSH,0,61,1,1,7.18381
GPX_Gossypium,hirsutum@GSH,0,62,0,0,7.06362
GPX_Gossypium,hirsutum@GSH,0,62,1,1,7.07239
GPX_Gossypium,hirsutum@GSH,0,63,0,0,6.95566
GPX_Gossypium,hirsutum@GSH,0,63,1,1,6.96343
GPX_Gossypium,hirsutum@GSH,0,64,0,0,6.7222
GPX_Gossypium,hirsutum@GSH,0,64,1,1,6.72057
GPX_Gossypium,hirsutum@GSH,0,65,0,0,7.24821
GPX_Gossypium,hirsutum@GSH,0,65,1,1,7.24971
GPX_Gossypium,hirsutum@GSH,0,66,0,0,7.14981
GPX_Gossypium,hirsutum@GSH,0,66,1,1,7.18267
GPX_Gossypium,hirsutum@GSH,0,67,0,0,7.23636
GPX_Gossypium,hirsutum@GSH,0,67,1,1,7.22601
GPX_Gossypium,hirsutum@GSH,0,68,0,0,7.24901
GPX_Gossypium,hirsutum@GSH,0,68,1,1,6.90745
GPX_Gossypium,hirsutum@GSH,0,69,0,0,7.32859
GPX_Gossypium,hirsutum@GSH,0,69,1,1,7.25283
GPX_Gossypium,hirsutum@GSH,0,70,0,0,7.21084
GPX_Gossypium,hirsutum@GSH,0,70,1,1,7.14863
GPX_Gossypium,hirsutum@GSH,0,71,0,0,7.20324
GPX_Gossypium,hirsutum@GSH,0,71,1,1,7.14375
GPX_Gossypium,hirsutum@GSH,0,72,0,0,7.18149
GPX_Gossypium,hirsutum@GSH,0,72,1,1,6.88963
GPX_Gossypium,hirsutum@GSH,0,73,0,0,7.26818
GPX_Gossypium,hirsutum@GSH,0,73,1,1,7.22545
GPX_Gossypium,hirsutum@GSH,0,74,0,0,7.20591
GPX_Gossypium,hirsutum@GSH,0,74,1,1,7.18242
GPX_Gossypium,hirsutum@GSH,0,75,0,0,7.16693
GPX_Gossypium,hirsutum@GSH,0,75,1,1,7.18406
GPX_Gossypium,hirsutum@GSH,0,76,0,0,7.24548
GPX_Gossypium,hirsutum@GSH,0,76,1,1,7.15918
GPX_Gossypium,hirsutum@GSH,0,77,0,0,7.18552
GPX_Gossypium,hirsutum@GSH,0,77,1,1,7.14739
GPX_Gossypium,hirsutum@GSH,0,78,0,0,7.12558
GPX_Gossypium,hirsutum@GSH,0,78,1,1,7.09966
GPX_Gossypium,hirsutum@GSH,0,79,0,0,7.26296
GPX_Gossypium,hirsutum@GSH,0,79,1,1,7.23914
GPX_Gossypium,hirsutum@GSH,0,80,0,0,7.0571
GPX_Gossypium,hirsutum@GSH,0,80,1,1,7.10395
GPX_Gossypium,hirsutum@GSH,0,81,0,0,7.05235
GPX_Gossypium,hirsutum@GSH,0,82,0,0,7.16719
GPX_Gossypium,hirsutum@GSH,0,82,1,1,7.22477
GPX_Gossypium,hirsutum@GSH,0,83,0,0,7.06816
GPX_Gossypium,hirsutum@GSH,0,83,1,1,7.14821
GPX_Gossypium,hirsutum@GSH,0,84,0,0,7.23381
GPX_Gossypium,hirsutum@GSH,0,84,1,1,7.2059
GPX_Gossypium,hirsutum@GSH,0,85,0,0,7.73244
GPX_Gossypium,hirsutum@GSH,0,85,1,1,7.72577
GPX_Gossypium,hirsutum@GSH,0,86,0,0,7.25348
GPX_Gossypium,hirsutum@GSH,0,86,1,1,7.21944
GPX_Gossypium,hirsutum@GSH,0,87,0,0,7.21231
GPX_Gossypium,hirsutum@GSH,0,87,1,1,7.19605
GPX_Gossypium,hirsutum@GSH,0,88,0,0,7.23603
GPX_Gossypium,hirsutum@GSH,0,88,1,1,7.21038
GPX_Gossypium,hirsutum@GSH,0,89,0,0,7.13221
GPX_Gossypium,hirsutum@GSH,0,89,1,1,7.21457
GPX_Gossypium,hirsutum@GSH,0,90,0,0,7.17826
GPX_Gossypium,hirsutum@GSH,0,90,1,1,7.14045
GPX_Gossypium,hirsutum@GSH,0,91,0,0,7.13107
GPX_Gossypium,hirsutum@GSH,0,91,1,1,7.18502
GPX_Gossypium,hirsutum@GSH,0,92,0,0,7.09849
GPX_Gossypium,hirsutum@GSH,0,92,1,1,6.93359
GPX_Gossypium,hirsutum@GSH,0,93,0,0,7.17737
GPX_Gossypium,hirsutum@GSH,0,93,1,1,7.20163
GPX_Gossypium,hirsutum@GSH,0,94,0,0,7.20451
GPX_Gossypium,hirsutum@GSH,0,94,1,1,7.19415
GPX_Gossypium,hirsutum@GSH,0,95,0,0,7.1915
GPX_Gossypium,hirsutum@GSH,0,95,1,1,7.16831
GPX_Gossypium,hirsutum@GSH,1,1,0,0,7.07702
GPX_Gossypium,hirsutum@GSH,1,1,1,1,7.02154
GPX_Gossypium,hirsutum@GSH,1,1,2,6,6.65134
GPX_Gossypium,hirsutum@GSH,1,1,3,18,7.2973
GPX_Gossypium,hirsutum@GSH,1,1,4,19,9.6608
GPX_Gossypium,hirsutum@GSH,1,1,5,21,9.46379
GPX_Gossypium,hirsutum@GSH,1,1,6,23,9.15475
GPX_Gossypium,hirsutum@GSH,1,1,7,29,9.22618
GPX_Gossypium,hirsutum@GSH,1,1,8,33,8.279
GPX_Gossypium,hirsutum@GSH,1,1,9,34,8.85394
GPX_Gossypium,hirsutum@GSH,1,1,10,37,9.0079
GPX_Gossypium,hirsutum@GSH,1,1,11,43,9.52166
GPX_Gossypium,hirsutum@GSH,1,1,12,44,9.32385
GPX_Gossypium,hirsutum@GSH,1,1,13,45,9.06965
GPX_Gossypium,hirsutum@GSH,1,1,14,47,9.26789
GPX_Gossypium,hirsutum@GSH,1,1,15,49,9.1362
GPX_Gossypium,hirsutum@GSH,1,1,16,51,9.4551
GPX_Gossypium,hirsutum@GSH,1,1,17,57,9.15931
GPX_Gossypium,hirsutum@GSH,1,1,18,73,9.07951
GPX_Gossypium,hirsutum@GSH,1,1,19,77,9.06623
GPX_Gossypium,hirsutum@GSH,1,1,20,89,9.03733
GPX_Gossypium,hirsutum@GSH,1,2,0,0,6.76066
GPX_Gossypium,hirsutum@GSH,1,2,1,1,7.24946
GPX_Gossypium,hirsutum@GSH,1,2,2,9,6.88674
GPX_Gossypium,hirsutum@GSH,1,2,3,11,7.6185
GPX_Gossypium,hirsutum@GSH,1,2,4,14,7.61034
GPX_Gossypium,hirsutum@GSH,1,2,5,16,8.06157
GPX_Gossypium,hirsutum@GSH,1,2,6,17,8.25652
GPX_Gossypium,hirsutum@GSH,1,2,7,21,5.17593
GPX_Gossypium,hirsutum@GSH,1,2,8,31,5.09875
GPX_Gossypium,hirsutum@GSH,1,2,9,37,4.82991
GPX_Gossypium,hirsutum@GSH,1,2,10,42,4.50024
GPX_Gossypium,hirsutum@GSH,1,2,11,51,5.63846
GPX_Gossypium,hirsutum@GSH,1,2,12,57,5.23345
GPX_Gossypium,hirsutum@GSH,1,2,13,64,6.11076
GPX_Gossypium,hirsutum@GSH,1,2,14,69,6.25843
GPX_Gossypium,hirsutum@GSH,1,2,15,72,5.54001
GPX_Gossypium,hirsutum@GSH,1,2,16,73,5.12826
GPX_Gossypium,hirsutum@GSH,1,2,17,79,5.64463
GPX_Gossypium,hirsutum@GSH,1,2,18,84,5.39476
GPX_Gossypium,hirsutum@GSH,1,2,19,85,4.7988
GPX_Gossypium,hirsutum@GSH,1,2,20,89,4.90346
GPX_Gossypium,hirsutum@GSH,1,3,0,0,7.22244
GPX_Gossypium,hirsutum@GSH,1,3,1,1,8.27127
GPX_Gossypium,hirsutum@GSH,1,3,2,2,8.31879
GPX_Gossypium,hirsutum@GSH,1,3,3,3,7.74128
GPX_Gossypium,hirsutum@GSH,1,3,4,5,8.28446
GPX_Gossypium,hirsutum@GSH,1,3,5,7,9.8151
GPX_Gossypium,hirsutum@GSH,1,3,6,9,9.68069
GPX_Gossypium,hirsutum@GSH,1,3,7,11,10.0552
GPX_Gossypium,hirsutum@GSH,1,3,8,12,9.97294
GPX_Gossypium,hirsutum@GSH,1,3,9,16,9.63555
GPX_Gossypium,hirsutum@GSH,1,3,10,24,9.4082
GPX_Gossypium,hirsutum@GSH,1,3,11,27,7.03627
GPX_Gossypium,hirsutum@GSH,1,3,12,29,7.07553
GPX_Gossypium,hirsutum@GSH,1,3,13,49,7.02647
GPX_Gossypium,hirsutum@GSH,1,3,14,53,6.9176
GPX_Gossypium,hirsutum@GSH,1,3,15,54,6.8243
GPX_Gossypium,hirsutum@GSH,1,3,16,61,8.89271
GPX_Gossypium,hirsutum@GSH,1,3,17,63,8.99363
GPX_Gossypium,hirsutum@GSH,1,3,18,64,9.5343
GPX_Gossypium,hirsutum@GSH,1,3,19,65,10.1379
GPX_Gossypium,hirsutum@GSH,1,3,20,67,8.70649
GPX_Gossypium,hirsutum@GSH,1,3,21,68,7.74751
GPX_Gossypium,hirsutum@GSH,1,3,22,73,7.40021
GPX_Gossypium,hirsutum@GSH,1,3,23,77,7.69305
GPX_Gossypium,hirsutum@GSH,1,3,24,78,7.36336
GPX_Gossypium,hirsutum@GSH,1,3,25,80,7.61115
GPX_Gossypium,hirsutum@GSH,1,3,26,81,8.00883
GPX_Gossypium,hirsutum@GSH,1,3,27,82,7.67509
GPX_Gossypium,hirsutum@GSH,1,3,28,83,7.26453
GPX_Gossypium,hirsutum@GSH,1,3,29,85,7.29291
GPX_Gossypium,hirsutum@GSH,1,3,30,89,7.03149
GPX_Gossypium,hirsutum@GSH,1,3,31,96,7.29962
GPX_Gossypium,hirsutum@GSH,1,3,32,97,7.14818
GPX_Gossypium,hirsutum@GSH,1,3,33,99,7.228
GPX_Gossypium,hirsutum@GSH,1,4,0,0,7.21311
GPX_Gossypium,hirsutum@GSH,1,4,1,1,9.04577
GPX_Gossypium,hirsutum@GSH,1,4,2,3,5.17531
GPX_Gossypium,hirsutum@GSH,1,4,3,4,6.0544
GPX_Gossypium,hirsutum@GSH,1,4,4,5,4.49704
GPX_Gossypium,hirsutum@GSH,1,4,5,6,5.41121
GPX_Gossypium,hirsutum@GSH,1,4,6,8,6.19807
GPX_Gossypium,hirsutum@GSH,1,4,7,13,7.78429
GPX_Gossypium,hirsutum@GSH,1,4,8,14,8.70758
GPX_Gossypium,hirsutum@GSH,1,4,9,17,10.0262
GPX_Gossypium,hirsutum@GSH,1,4,10,18,9.91932
GPX_Gossypium,hirsutum@GSH,1,4,11,21,8.42036
GPX_Gossypium,hirsutum@GSH,1,4,12,33,8.42609
GPX_Gossypium,hirsutum@GSH,1,4,13,36,8.59008
GPX_Gossypium,hirsutum@GSH,1,4,14,44,8.30082
GPX_Gossypium,hirsutum@GSH,1,4,15,50,8.0783
GPX_Gossypium,hirsutum@GSH,1,4,16,55,7.38138
GPX_Gossypium,hirsutum@GSH,1,4,17,59,6.34205
GPX_Gossypium,hirsutum@GSH,1,4,18,61,6.02346
GPX_Gossypium,hirsutum@GSH,1,4,19,68,5.83181
GPX_Gossypium,hirsutum@GSH,1,4,20,78,6.00896
GPX_Gossypium,hirsutum@GSH,1,4,21,80,6.09263
GPX_Gossypium,hirsutum@GSH,1,4,22,81,6.60175
GPX_Gossypium,hirsutum@GSH,1,4,23,88,6.19232
GPX_Gossypium,hirsutum@GSH,1,4,24,93,6.71482
GPX_Gossypium,hirsutum@GSH,1,4,25,94,6.12718
GPX_Gossypium,hirsutum@GSH,1,4,26,97,6.34912
GPX_Gossypium,hirsutum@GSH,1,5,0,0,6.94277
GPX_Gossypium,hirsutum@GSH,1,5,1,1,7.27939
GPX_Gossypium,hirsutum@GSH,1,5,2,3,8.13188
GPX_Gossypium,hirsutum@GSH,1,5,3,7,8.09965
GPX_Gossypium,hirsutum@GSH,1,5,4,12,8.00458
GPX_Gossypium,hirsutum@GSH,1,5,5,17,8.0755
GPX_Gossypium,hirsutum@GSH,1,5,6,22,8.39601
GPX_Gossypium,hirsutum@GSH,1,5,7,35,9.07316
GPX_Gossypium,hirsutum@GSH,1,5,8,60,9.00703
GPX_Gossypium,hirsutum@GSH,1,5,9,61,7.73895
GPX_Gossypium,hirsutum@GSH,1,5,10,62,8.23201
GPX_Gossypium,hirsutum@GSH,1,5,11,65,8.68604
GPX_Gossypium,hirsutum@GSH,1,5,12,69,8.62847
GPX_Gossypium,hirsutum@GSH,1,5,13,70,9.09871
GPX_Gossypium,hirsutum@GSH,1,5,14,75,8.03959
GPX_Gossypium,hirsutum@GSH,1,5,15,76,8.4382
GPX_Gossypium,hirsutum@GSH,1,5,16,79,8.77719
GPX_Gossypium,hirsutum@GSH,1,5,17,83,8.8004
GPX_Gossypium,hirsutum@GSH,1,5,18,84,8.90909
GPX_Gossypium,hirsutum@GSH,1,5,19,85,8.14905
GPX_Gossypium,hirsutum@GSH,1,5,20,95,7.85929
GPX_Gossypium,hirsutum@GSH,1,5,21,98,8.34404
GPX_Gossypium,hirsutum@GSH,1,6,0,0,7.2169
GPX_Gossypium,hirsutum@GSH,1,6,1,1,6.96839
GPX_Gossypium,hirsutum@GSH,1,6,2,9,8.1067
GPX_Gossypium,hirsutum@GSH,1,6,3,13,5.97105
GPX_Gossypium,hirsutum@GSH,1,6,4,15,6.14128
GPX_Gossypium,hirsutum@GSH,1,6,5,19,6.62141
GPX_Gossypium,hirsutum@GSH,1,6,6,21,6.70736
GPX_Gossypium,hirsutum@GSH,1,6,7,22,6.11226
GPX_Gossypium,hirsutum@GSH,1,6,8,24,5.45108
GPX_Gossypium,hirsutum@GSH,1,6,9,25,6.33768
GPX_Gossypium,hirsutum@GSH,1,6,10,28,6.43282
GPX_Gossypium,hirsutum@GSH,1,6,11,31,6.78783
GPX_Gossypium,hirsutum@GSH,1,6,12,32,6.74674
GPX_Gossypium,hirsutum@GSH,1,6,13,33,6.34623
GPX_Gossypium,hirsutum@GSH,1,6,14,34,5.63524
GPX_Gossypium,hirsutum@GSH,1,6,15,42,6.34762
GPX_Gossypium,hirsutum@GSH,1,6,16,44,5.65258
GPX_Gossypium,hirsutum@GSH,1,6,17,48,5.72992
GPX_Gossypium,hirsutum@GSH,1,6,18,50,5.49339
GPX_Gossypium,hirsutum@GSH,1,6,19,51,6.40283
GPX_Gossypium,hirsutum@GSH,1,6,20,55,5.01888
GPX_Gossypium,hirsutum@GSH,1,6,21,57,6.05216
GPX_Gossypium,hirsutum@GSH,1,6,22,58,5.83786
GPX_Gossypium,hirsutum@GSH,1,6,23,60,10.5667
GPX_Gossypium,hirsutum@GSH,1,6,24,61,10.7132
GPX_Gossypium,hirsutum@GSH,1,6,25,72,10.7002
GPX_Gossypium,hirsutum@GSH,1,6,26,82,10.9038
GPX_Gossypium,hirsutum@GSH,1,6,27,97,7.42088
GPX_Gossypium,hirsutum@GSH,1,7,0,0,7.25183
GPX_Gossypium,hirsutum@GSH,1,7,1,1,7.21995
GPX_Gossypium,hirsutum@GSH,1,7,2,3,8.47308
GPX_Gossypium,hirsutum@GSH,1,7,3,4,8.18664
GPX_Gossypium,hirsutum@GSH,1,7,4,6,8.17411
GPX_Gossypium,hirsutum@GSH,1,7,5,8,8.26243
GPX_Gossypium,hirsutum@GSH,1,7,6,11,8.34037
GPX_Gossypium,hirsutum@GSH,1,7,7,13,7.7543
GPX_Gossypium,hirsutum@GSH,1,7,8,19,7.18871
GPX_Gossypium,hirsutum@GSH,1,7,9,20,6.5667
GPX_Gossypium,hirsutum@GSH,1,7,10,21,7.31996
GPX_Gossypium,hirsutum@GSH,1,7,11,23,6.93455
GPX_Gossypium,hirsutum@GSH,1,7,12,25,6.87281
GPX_Gossypium,hirsutum@GSH,1,7,13,32,7.29524
GPX_Gossypium,hirsutum@GSH,1,7,14,33,9.4016
GPX_Gossypium,hirsutum@GSH,1,7,15,34,10.3648
GPX_Gossypium,hirsutum@GSH,1,7,16,35,10.2365
GPX_Gossypium,hirsutum@GSH,1,7,17,37,10.5591
GPX_Gossypium,hirsutum@GSH,1,7,18,47,10.4763
GPX_Gossypium,hirsutum@GSH,1,7,19,63,10.3042
GPX_Gossypium,hirsutum@GSH,1,7,20,65,10.2973
GPX_Gossypium,hirsutum@GSH,1,7,21,71,10.5771
GPX_Gossypium,hirsutum@GSH,1,7,22,73,10.4178
GPX_Gossypium,hirsutum@GSH,1,7,23,92,10.5844
GPX_Gossypium,hirsutum@GSH,1,7,24,95,10.3911
GPX_Gossypium,hirsutum@GSH,1,7,25,96,10.4484
GPX_Gossypium,hirsutum@GSH,1,8,0,0,7.13889
GPX_Gossypium,hirsutum@GSH,1,8,1,1,5.55839
GPX_Gossypium,hirsutum@GSH,1,8,2,2,5.89556
GPX_Gossypium,hirsutum@GSH,1,8,3,3,5.03268
GPX_Gossypium,hirsutum@GSH,1,8,4,5,8.5603
GPX_Gossypium,hirsutum@GSH,1,8,5,6,6.92298
GPX_Gossypium,hirsutum@GSH,1,8,6,8,7.0123
GPX_Gossypium,hirsutum@GSH,1,8,7,9,9.39634
GPX_Gossypium,hirsutum@GSH,1,8,8,17,9.7008
GPX_Gossypium,hirsutum@GSH,1,8,9,18,9.72079
GPX_Gossypium,hirsutum@GSH,1,8,10,19,9.86124
GPX_Gossypium,hirsutum@GSH,1,8,11,24,9.8877
GPX_Gossypium,hirsutum@GSH,1,8,12,28,10.5436
GPX_Gossypium,hirsutum@GSH,1,8,13,29,10.199
GPX_Gossypium,hirsutum@GSH,1,8,14,31,10.1553
GPX_Gossypium,hirsutum@GSH,1,8,15,32,10.4765
GPX_Gossypium,hirsutum@GSH,1,8,16,34,10.24
GPX_Gossypium,hirsutum@GSH,1,8,17,40,10.0672
GPX_Gossypium,hirsutum@GSH,1,8,18,42,10.0944
GPX_Gossypium,hirsutum@GSH,1,8,19,43,9.82929
GPX_Gossypium,hirsutum@GSH,1,8,20,44,9.97839
GPX_Gossypium,hirsutum@GSH,1,8,21,48,9.93677
GPX_Gossypium,hirsutum@GSH,1,8,22,56,9.94305
GPX_Gossypium,hirsutum@GSH,1,8,23,63,9.67614
GPX_Gossypium,hirsutum@GSH,1,8,24,68,9.87892
GPX_Gossypium,hirsutum@GSH,1,8,25,69,10.0794
GPX_Gossypium,hirsutum@GSH,1,8,26,73,9.9088
GPX_Gossypium,hirsutum@GSH,1,8,27,74,9.79991
GPX_Gossypium,hirsutum@GSH,1,8,28,75,9.96486
GPX_Gossypium,hirsutum@GSH,1,9,0,0,7.21938
GPX_Gossypium,hirsutum@GSH,1,9,1,1,5.37272
GPX_Gossypium,hirsutum@GSH,1,9,2,2,11.5426
GPX_Gossypium,hirsutum@GSH,1,9,3,3,10.997
GPX_Gossypium,hirsutum@GSH,1,9,4,4,9.42036
GPX_Gossypium,hirsutum@GSH,1,9,5,5,9.6051
GPX_Gossypium,hirsutum@GSH,1,9,6,11,11.1324
GPX_Gossypium,hirsutum@GSH,1,9,7,13,11.3254
GPX_Gossypium,hirsutum@GSH,1,9,8,17,10.9496
GPX_Gossypium,hirsutum@GSH,1,9,9,19,10.8297
GPX_Gossypium,hirsutum@GSH,1,9,10,22,10.363
GPX_Gossypium,hirsutum@GSH,1,9,11,24,10.6152
GPX_Gossypium,hirsutum@GSH,1,9,12,29,10.3054
GPX_Gossypium,hirsutum@GSH,1,9,13,31,10.389
GPX_Gossypium,hirsutum@GSH,1,9,14,33,8.70022
GPX_Gossypium,hirsutum@GSH,1,9,15,37,7.57022
GPX_Gossypium,hirsutum@GSH,1,9,16,38,7.65195
GPX_Gossypium,hirsutum@GSH,1,9,17,47,7.8368
GPX_Gossypium,hirsutum@GSH,1,9,18,50,7.6193
GPX_Gossypium,hirsutum@GSH,1,9,19,55,7.87671
GPX_Gossypium,hirsutum@GSH,1,9,20,56,7.63098
GPX_Gossypium,hirsutum@GSH,1,9,21,58,7.56322
GPX_Gossypium,hirsutum@GSH,1,9,22,73,7.62643
GPX_Gossypium,hirsutum@GSH,1,9,23,96,7.57134
GPX_Gossypium,hirsutum@GSH,1,10,0,0,7.07578
GPX_Gossypium,hirsutum@GSH,1,10,1,1,7.7093
