Protein,Ligand,Pose,Score,RMSD,SASA
GPX_Lactococcus-lactis,GSH,26,-3.41110578990635,1.556408217338305,273.16104879984226
GPX_Lactococcus-lactis,GSH,27,-3.39845971891402,1.6202444684818527,288.5127835680008
GPX_Lactococcus-lactis,GSH,28,-3.37216483571724,1.4256648684276703,271.3409753699172
GPX_Lactococcus-lactis,GSH,29,-3.36765998723731,0.6030189110281369,273.5420364297082
GPX_Lactococcus-lactis,GSH,30,-3.36124778485566,0.9478319177447957,270.76555100141076
GPX_Lactococcus-lactis,GSH,31,-3.34876050217838,0.2972591739461803,289.99630514292124
GPX_Lactococcus-lactis,GSH,32,-3.34286585926174,0.6231649607037559,280.92320145566293
GPX_Lactococcus-lactis,GSH,33,-3.3414746363359,1.5526961184871313,279.05270127173276
GPX_Lactococcus-lactis,GSH,34,-3.33231226175446,1.6205894290877794,289.75872743126524
GPX_Lactococcus-lactis,GSH,35,-3.31128111855248,1.2931929656304748,285.521263214257
GPX_Lactococcus-lactis,GSH,36,-3.31102752623428,1.2990964782678438,290.6188436106653
GPX_Lactococcus-lactis,GSH,37,-3.28529080627101,0.8259808424854713,253.32002591859745
GPX_Lactococcus-lactis,GSH,38,-3.28139529691949,1.5280350558756013,320.83480647521674
GPX_Lactococcus-lactis,GSH,39,-3.27962833569497,1.6321621284426526,289.75794109368576
GPX_Lactococcus-lactis,GSH,40,-3.27155073254946,0.6469800486802597,264.2224000922592
GPX_Lactococcus-lactis,GSH,41,-3.24487176146175,1.4318393551986237,274.2883842740226
GPX_Lactococcus-lactis,GSH,42,-3.20673779924674,1.0824984668927666,263.14055134179233
GPX_Lactococcus-lactis,GSH,43,-3.19623941488229,1.6448377508347967,285.37495861631646
GPX_Lactococcus-lactis,GSH,44,-3.18218584989308,0.2134021565287446,293.35848485407246
GPX_Lactococcus-lactis,GSH,45,-3.1792434278088,1.5223678410057133,273.48016259681
GPX_Lactococcus-lactis,GSH,46,-3.17739950391229,0.9520879027284866,275.7434586722456
GPX_Lactococcus-lactis,GSH,47,-3.15880475165946,1.0960353285484403,273.77647916752744
GPX_Lactococcus-lactis,GSH,48,-3.15726120702395,0.9393772510109235,325.14984565240366
GPX_Lactococcus-lactis,GSH,49,-3.13452573177638,0.9995077338029063,276.3809144845267
GPX_Lactococcus-lactis,GSH,50,-3.07644006751293,1.6559451744201914,305.63677851374393
GPX_Lactococcus-lactis,GSH,51,-3.07026112626195,0.8896058328335458,266.26162625454475
GPX_Lactococcus-lactis,GSH,52,-3.06253099699789,0.4000634630467212,310.9226816255614
GPX_Lactococcus-lactis,GSH,53,-3.06134263502458,1.5406389552215631,279.8765884091064
GPX_Lactococcus-lactis,GSH,54,-3.04458141028811,1.0265494455246986,331.7340552948351
GPX_Lactococcus-lactis,GSH,55,-3.02181676456642,1.5141299469374427,286.41723320796825
GPX_Lactococcus-lactis,GSH,56,-2.98504874092685,1.5297086856911903,283.8966527015326
GPX_Lactococcus-lactis,GSH,57,-2.96306709541998,1.0118172688943732,286.3323157720313
GPX_Lactococcus-lactis,GSH,58,-2.92729462663237,1.6743328443156686,316.5217909733585
GPX_Lactococcus-lactis,GSH,59,-2.85839218915706,1.6787564271630457,271.4666546354693
GPX_Lactococcus-lactis,GSH,60,-2.85753088926339,1.664959092360886,315.92066346714097
GPX_Lactococcus-lactis,GSH,61,-2.85085909344469,0.8690344199565035,284.0895701869691
GPX_Lactococcus-lactis,GSH,62,-2.80655925563167,1.023558231201573,322.7360267788475
GPX_Lactococcus-lactis,GSH,63,-2.77980603730842,1.4177040015074962,298.5163984762355
GPX_Lactococcus-lactis,GSH,64,-2.77364761636288,0.9727278641625556,278.6460515380222
GPX_Lactococcus-lactis,GSH,65,-2.74401923167657,1.5754598719841633,303.8587838333088
GPX_Lactococcus-lactis,GSH,66,-2.70575488830402,0.9919584143155041,331.2320720133827
GPX_Lactococcus-lactis,GSH,67,-2.70516038341146,0.9761917770153612,297.0795520430372
GPX_Lactococcus-lactis,GSH,68,-2.63146589677629,0.5025043179340453,341.26516707883036
GPX_Lactococcus-lactis,GSH,69,-2.62135541279192,1.0375898938919177,309.7469588780706
GPX_Lactococcus-lactis,GSH,70,-2.61551449167037,1.6531686610290701,303.8692932556805
GPX_Lactococcus-lactis,GSH,71,-2.61361923421336,1.0181391075749247,313.43946726094777
GPX_Lactococcus-lactis,GSH,72,-2.6074173590034,0.9897014528687242,337.93206229585155
GPX_Lactococcus-lactis,GSH,73,-2.59596276344864,0.9742775901440381,283.6285783725471
GPX_Lactococcus-lactis,GSH,74,-2.59536717423398,1.7273705987779915,320.7021448898811
GPX_Lactococcus-lactis,GSH,75,-2.58468810307004,1.717588740043237,322.28310397950247
GPX_Lactococcus-lactis,GSH,76,-2.56876041719317,1.6650224490672365,305.01763314318015
GPX_Lactococcus-lactis,GSH,77,-2.56043788620034,1.6947988386727377,303.2386774383033
GPX_Lactococcus-lactis,GSH,78,-2.51873659402897,1.040279269511006,320.26980931923634
GPX_Lactococcus-lactis,GSH,79,-2.51845205820357,1.0038401981575675,338.73544760314985
GPX_Lactococcus-lactis,GSH,80,-2.4968895937312,1.67736075725828,305.4146352942657
GPX_Lactococcus-lactis,GSH,81,-2.48489083114579,0.9827334415797937,278.0931419617173
GPX_Lactococcus-lactis,GSH,82,-2.46672697533725,0.598865239413216,312.0669373869974
GPX_Lactococcus-lactis,GSH,83,-2.44115585851073,1.013950753493953,308.6067357673034
GPX_Lactococcus-lactis,GSH,84,-2.43816825793156,1.0470246741053084,316.43920350982216
GPX_Lactococcus-lactis,GSH,85,-2.39426186607606,0.543965101054339,313.1805298963685
GPX_Lactococcus-lactis,GSH,86,-2.26573898177803,1.078870043784949,305.29344762986454
GPX_Lactococcus-lactis,GSH,87,-2.26523995566392,0.9950203843848388,324.4829719895991
GPX_Lactococcus-lactis,GSH,88,-2.24241973677004,1.0695462183355542,330.53473035893217
GPX_Lactococcus-lactis,GSH,89,-2.16019888646657,0.5529905295738474,264.24519676020077
GPX_Lactococcus-lactis,GSH,90,-2.14696275742175,1.0742837765529174,301.53792073287286
