Protein,Ligand,Epoch,Trajectory,Accepted Pele Steps,Step
GPX_Gossypium,hirsutum@GSH,1,8,11,24
GPX_Gossypium,hirsutum@GSH,1,8,12,28
GPX_Gossypium,hirsutum@GSH,1,8,13,29
GPX_Gossypium,hirsutum@GSH,1,8,14,31
GPX_Gossypium,hirsutum@GSH,1,8,15,32
GPX_Gossypium,hirsutum@GSH,1,8,16,34
GPX_Gossypium,hirsutum@GSH,1,8,17,40
GPX_Gossypium,hirsutum@GSH,1,8,18,42
GPX_Gossypium,hirsutum@GSH,1,8,19,43
GPX_Gossypium,hirsutum@GSH,1,8,20,44
GPX_Gossypium,hirsutum@GSH,1,8,21,48
GPX_Gossypium,hirsutum@GSH,1,8,22,56
GPX_Gossypium,hirsutum@GSH,1,8,23,63
GPX_Gossypium,hirsutum@GSH,1,8,24,68
GPX_Gossypium,hirsutum@GSH,1,8,25,69
GPX_Gossypium,hirsutum@GSH,1,8,26,73
GPX_Gossypium,hirsutum@GSH,1,8,27,74
GPX_Gossypium,hirsutum@GSH,1,8,28,75
GPX_Gossypium,hirsutum@GSH,1,9,0,0
GPX_Gossypium,hirsutum@GSH,1,9,1,1
GPX_Gossypium,hirsutum@GSH,1,9,2,2
GPX_Gossypium,hirsutum@GSH,1,9,3,3
GPX_Gossypium,hirsutum@GSH,1,9,4,4
GPX_Gossypium,hirsutum@GSH,1,9,5,5
GPX_Gossypium,hirsutum@GSH,1,9,6,11
GPX_Gossypium,hirsutum@GSH,1,9,7,13
GPX_Gossypium,hirsutum@GSH,1,9,8,17
GPX_Gossypium,hirsutum@GSH,1,9,9,19
GPX_Gossypium,hirsutum@GSH,1,9,10,22
GPX_Gossypium,hirsutum@GSH,1,9,11,24
GPX_Gossypium,hirsutum@GSH,1,9,12,29
GPX_Gossypium,hirsutum@GSH,1,9,13,31
GPX_Gossypium,hirsutum@GSH,1,9,14,33
GPX_Gossypium,hirsutum@GSH,1,9,15,37
GPX_Gossypium,hirsutum@GSH,1,9,16,38
GPX_Gossypium,hirsutum@GSH,1,9,17,47
GPX_Gossypium,hirsutum@GSH,1,9,18,50
GPX_Gossypium,hirsutum@GSH,1,9,19,55
GPX_Gossypium,hirsutum@GSH,1,9,20,56
GPX_Gossypium,hirsutum@GSH,1,9,21,58
GPX_Gossypium,hirsutum@GSH,1,9,22,73
GPX_Gossypium,hirsutum@GSH,1,9,23,96
GPX_Gossypium,hirsutum@GSH,1,10,0,0
GPX_Gossypium,hirsutum@GSH,1,10,1,1
GPX_Gossypium,hirsutum@GSH,1,10,2,7
GPX_Gossypium,hirsutum@GSH,1,10,3,8
GPX_Gossypium,hirsutum@GSH,1,10,4,11
GPX_Gossypium,hirsutum@GSH,1,10,5,13
GPX_Gossypium,hirsutum@GSH,1,10,6,17
GPX_Gossypium,hirsutum@GSH,1,10,7,40
GPX_Gossypium,hirsutum@GSH,1,10,8,41
GPX_Gossypium,hirsutum@GSH,1,10,9,43
GPX_Gossypium,hirsutum@GSH,1,10,10,45
GPX_Gossypium,hirsutum@GSH,1,10,11,48
GPX_Gossypium,hirsutum@GSH,1,10,12,49
GPX_Gossypium,hirsutum@GSH,1,10,13,53
GPX_Gossypium,hirsutum@GSH,1,10,14,58
GPX_Gossypium,hirsutum@GSH,1,10,15,62
GPX_Gossypium,hirsutum@GSH,1,10,16,64
GPX_Gossypium,hirsutum@GSH,1,10,17,70
GPX_Gossypium,hirsutum@GSH,1,10,18,71
GPX_Gossypium,hirsutum@GSH,1,10,19,73
GPX_Gossypium,hirsutum@GSH,1,10,20,74
GPX_Gossypium,hirsutum@GSH,1,10,21,76
GPX_Gossypium,hirsutum@GSH,1,10,22,77
GPX_Gossypium,hirsutum@GSH,1,10,23,86
GPX_Gossypium,hirsutum@GSH,1,10,24,93
GPX_Gossypium,hirsutum@GSH,1,11,0,0
GPX_Gossypium,hirsutum@GSH,1,11,1,1
GPX_Gossypium,hirsutum@GSH,1,11,2,4
GPX_Gossypium,hirsutum@GSH,1,11,3,7
GPX_Gossypium,hirsutum@GSH,1,11,4,11
GPX_Gossypium,hirsutum@GSH,1,11,5,13
GPX_Gossypium,hirsutum@GSH,1,11,6,14
GPX_Gossypium,hirsutum@GSH,1,11,7,17
GPX_Gossypium,hirsutum@GSH,1,11,8,21
GPX_Gossypium,hirsutum@GSH,1,11,9,29
GPX_Gossypium,hirsutum@GSH,1,11,10,31
GPX_Gossypium,hirsutum@GSH,1,11,11,32
GPX_Gossypium,hirsutum@GSH,1,11,12,38
GPX_Gossypium,hirsutum@GSH,1,11,13,46
GPX_Gossypium,hirsutum@GSH,1,11,14,47
GPX_Gossypium,hirsutum@GSH,1,11,15,49
GPX_Gossypium,hirsutum@GSH,1,11,16,51
GPX_Gossypium,hirsutum@GSH,1,11,17,57
GPX_Gossypium,hirsutum@GSH,1,11,18,62
GPX_Gossypium,hirsutum@GSH,1,11,19,65
GPX_Gossypium,hirsutum@GSH,1,11,20,68
GPX_Gossypium,hirsutum@GSH,1,11,21,69
GPX_Gossypium,hirsutum@GSH,1,11,22,74
GPX_Gossypium,hirsutum@GSH,1,11,23,75
GPX_Gossypium,hirsutum@GSH,1,11,24,76
GPX_Gossypium,hirsutum@GSH,1,11,25,77
GPX_Gossypium,hirsutum@GSH,1,11,26,78
GPX_Gossypium,hirsutum@GSH,1,11,27,81
GPX_Gossypium,hirsutum@GSH,1,11,28,83
GPX_Gossypium,hirsutum@GSH,1,11,29,84
GPX_Gossypium,hirsutum@GSH,1,11,30,86
GPX_Gossypium,hirsutum@GSH,1,11,31,87
GPX_Gossypium,hirsutum@GSH,1,11,32,90
GPX_Gossypium,hirsutum@GSH,1,11,33,91
GPX_Gossypium,hirsutum@GSH,1,11,34,92
GPX_Gossypium,hirsutum@GSH,1,11,35,93
GPX_Gossypium,hirsutum@GSH,1,11,36,95
GPX_Gossypium,hirsutum@GSH,1,11,37,98
GPX_Gossypium,hirsutum@GSH,1,12,0,0
GPX_Gossypium,hirsutum@GSH,1,12,1,2
GPX_Gossypium,hirsutum@GSH,1,12,2,3
GPX_Gossypium,hirsutum@GSH,1,12,3,5
GPX_Gossypium,hirsutum@GSH,1,12,4,11
GPX_Gossypium,hirsutum@GSH,1,12,5,13
GPX_Gossypium,hirsutum@GSH,1,12,6,15
GPX_Gossypium,hirsutum@GSH,1,12,7,18
GPX_Gossypium,hirsutum@GSH,1,12,8,19
GPX_Gossypium,hirsutum@GSH,1,12,9,22
GPX_Gossypium,hirsutum@GSH,1,12,10,23
GPX_Gossypium,hirsutum@GSH,1,12,11,24
GPX_Gossypium,hirsutum@GSH,1,12,12,26
GPX_Gossypium,hirsutum@GSH,1,12,13,27
GPX_Gossypium,hirsutum@GSH,1,12,14,29
